公司代号,公司名字,类型,联系方式类型,联系方式
1020170117,上海臻瀚建设有限公司,施工企业,电子邮箱,879332665@qq.com
,,,电子邮箱,2512112713@qq.com
,,,电话,021-33502831
,,,电话,17701655169
1020060401,上海臻品洋基建设项目管理有限公司,施工企业,电子邮箱,aia@aia-sh.com.cn
,,,电话,021-64641680
,,,电话,13641681293
,,,电话,64641680
1020166655,上海臻晟建筑装饰工程有限公司,施工企业,电子邮箱,shxingxing@163.com
,,,电子邮箱,shxiangxing@163.com
,,,电子邮箱,xs6662@sina.com
,,,电话,13816833725
,,,电话,021-68711037
,,,电话,18621100868
1020170592,上海臻钰建设工程有限公司,施工企业,电话,13651688600
1020174075,上海臻誉智能科技有限公司,施工企业,电子邮箱,1176426883@qq.com
,,,电子邮箱,867468144@qq.com
,,,电话,13817542846
1020170571,上海圳鑫建筑工程有限公司,施工企业,电子邮箱,839677644@qq.com
,,,电话,021-52861972
1020070191,上海振铎建筑安装工程有限公司,施工企业,电子邮箱,1516718757@qq.com
,,,电话,021-56576826
,,,电话,13701631640
1020050508,上海振建电气安装有限公司,施工企业,电子邮箱,shzjdqaz@163.com
,,,电子邮箱,108444398@qq.com
,,,电话,021-59136188
1020172281,上海振溧建设工程有限公司,施工企业,电子邮箱,497557228@qq.com
,,,电话,15001853358
1020170683,上海振浦电力调度设备有限公司,施工企业,电子邮箱,zhenpu168@163.com
,,,电话,021-58712763
1020090205,上海振收建筑装饰工程有限公司,施工企业,电子邮箱,zhenshougs@126.com
,,,电话,021-56382758
1020171554,上海振雅建设发展有限公司,施工企业,电子邮箱,13120753262@qq.com
,,,电话,021-66288527
1020130321,上海朕杨建筑工程有限公司,施工企业,电子邮箱,zore1983@163.com
,,,电话,021-66275119
,,,电话,18918770976
,,,电话,021-61436089
1020151314,上海镇新电力工程有限公司,施工企业,电子邮箱,782192461@qq.com
,,,电子邮箱,729568407@qq.com
,,,电话,021-54798888
,,,电话,54798888-8012
1020031432,上海争光建筑工程有限公司,施工企业,电子邮箱,2250503269@qq.com
,,,电话,13816007522
1020140305,上海铮铭建设有限公司,施工企业,电子邮箱,zmjs2010@sina.com
,,,电话,021-31018290
,,,电话,021-37023706
,,,电话,021-37023102
1020173722,上海徵聚建筑劳务有限公司,施工企业,电话,18817998136
1020022555,上海正诚机电制造有限公司,施工企业,电子邮箱,2214954899@qq.com
,,,电子邮箱,344653715@qq.com
,,,电子邮箱,402440209@qq.com
,,,电话,021-57781602
1020165572,上海正昊交通设施市政工程有限公司,施工企业,电子邮箱,shzhenghao@163.com
,,,电话,021-63289698
,,,电话,021-66167780
,,,电话,021-66107780
1020060073,上海正华水电设备安装工程有限公司,施工企业,电子邮箱,zhsd_1111@126.com
,,,电话,021-65925858
,,,电话,65925858
1020166006,上海正佳环境科技有限公司,施工企业,电子邮箱,13641814878@qq.com
,,,电子邮箱,1154806801@qq.com
,,,电话,021-55888006
1020090213,上海正揆建设工程有限公司,施工企业,电子邮箱,shhdk4703@163.com
,,,电话,021-36361029
1020174192,上海正诺物资贸易有限公司,施工企业,电子邮箱,xiyippo@163.com
,,,电子邮箱,wgm65601555@126.com
,,,电话,021-55158257
,,,电话,13764024379
,,,电话,55158257
1020172803,上海正潼市政建设工程有限公司,施工企业,电子邮箱,252228633@qq.com
,,,电话,021-34906339
1020172763,上海正威建筑劳务有限公司,施工企业,电话,13761750988
1020060819,上海正友建筑安装工程有限公司,施工企业,电子邮箱,599203743@qq.com
,,,电子邮箱,hkzhangm@163.com
,,,电话,13918273451
1020171701,上海政邦标识工程有限公司,施工企业,电子邮箱,zenbond@126.com
,,,电话,021-50340706
,,,电话,18930520606
1020171375,上海知帛建筑劳务有限公司,施工企业,电话,15902106333
1020110022,上海知财建筑工程有限公司,施工企业,电话,021-68866296
,,,电话,13391075196
1020172543,上海知玉机电工程有限公司,施工企业,电子邮箱,sales@sh-achieve.com
,,,电子邮箱,achieve-ai@163.com
,,,电子邮箱,achieve_ai@163.com
,,,电话,021-64968188
,,,电话,021-61968188
1020173157,上海栀尚建筑装饰有限公司,施工企业,电子邮箱,106628965@qq.com
,,,电话,15901817067
1020152517,上海直真视通科技有限公司,施工企业,电子邮箱,hu_yz@zzvc.com.cn
,,,电话,021-61160068
,,,电话,021-51156299
1020170873,上海至锦电器设备有限公司,施工企业,电话,02159121805
1020100424,上海至真机械工程有限公司,施工企业,电话,021-56737666
,,,电话,021-56752555
1020173943,上海志阁建筑装饰工程有限公司,施工企业,电话,18916626171
1020021619,上海志佳消防工程技术有限公司,施工企业,电子邮箱,yaozhengxi8@163.com
,,,电子邮箱,zhijiaxiaofang@sina.com
,,,电话,021-35367116
,,,电话,021-35363118
,,,电话,021-35367126
,,,电话,13917822885
,,,电话,021-64392660
1020100553,上海志盛楼宇工程设备有限公司,施工企业,电子邮箱,shhzsly168@163.com
,,,电子邮箱,15301611513@163.com
,,,电话,021-61052958
1020170503,上海治承市政工程有限公司,施工企业,电话,13671659669
,,,电话,021-66080151
1020171302,上海治笛环境科技有限公司,施工企业,电话,021-56554011
1020170899,上海质凌建筑劳务有限公司,施工企业,电话,021-56849088
1020156353,上海挚达机电工程有限公司,施工企业,电子邮箱,zd@shzhida.com
,,,电子邮箱,zhida@shzhida.com
,,,电子邮箱,zhiming.huang@shzhida.com
,,,电话,021-61486931
,,,电话,021-6148
,,,电话,13601740986
1020040583,上海致京市政交通设施有限公司,施工企业,电子邮箱,timyard@126.com
,,,电话,021-66215293
,,,电话,021-66213073
,,,电话,021-66219898
,,,电话,66219898-315
1020151284,上海致远绿色能源股份有限公司,施工企业,电子邮箱,wcl@ghrep.com
,,,电子邮箱,gwf@ghrep.com
,,,电话,021-37832332
,,,电话,021-37832332-818
1020151189,上海智灿市政工程有限公司,施工企业,电子邮箱,1240333167@qq.com
,,,电话,021-56620716
,,,电话,56971666-805
1020171897,上海智超建设工程有限公司,施工企业,电子邮箱,2441109088@qq.com
,,,电子邮箱,13661618535@aliyun.com
,,,电话,021-65282464
1020164738,上海智涛电力工程技术有限公司,施工企业,电话,15000190662
,,,电话,13963250815
1020000029,上海智信世创智能系统集成有限公司,施工企业,电子邮箱,zhixinshanghai@126.com
,,,电子邮箱,weixingzhixin@126.com
,,,电话,021-66051179
,,,电话,021-66051378
1020100501,上海置诚城市管网工程技术股份有限公司,施工企业,电子邮箱,lichunhui@citypipe.com.cn
,,,电子邮箱,luoerjun@citypipe.com.cn
,,,电子邮箱,luoerjun791030@126.com
,,,电子邮箱,...
,,,电话,021-58855866
1020060930,上海置都建筑工程有限公司,施工企业,电子邮箱,yuzhouhai0216@163.com
,,,电子邮箱,xuye0123@163.com
,,,电话,021-69116650-802
,,,电话,69116650-803
,,,电话,69116650-822
,,,电话,021-64594818
1020172554,上海置浦环境科技有限公司,施工企业,电子邮箱,982508022@qq.com
,,,电子邮箱,1060206100@qq.com
,,,电话,021-69210552
,,,电话,021-59728342
,,,电话,021-61211277
,,,电话,021-39801179
1020155115,上海中成自来水配套服务有限公司,施工企业,电子邮箱,1213638978@qq.com
,,,电子邮箱,zhongchengzls@sina.com
,,,电话,021-33895102
1020166729,上海中萃不锈钢燃气厨具有限公司,施工企业,电子邮箱,245465737@qq.com
,,,电子邮箱,351095165@qq.com
,,,电话,13774276221
,,,电话,13816825099
1020173687,上海中埭建设工程有限公司,施工企业,电话,021-54702412
1020170901,上海中关建筑装饰设计有限公司,施工企业,电子邮箱,657070848@qq.com
,,,电子邮箱,1733302477@qq.com
,,,电话,13166231705
1020170531,上海中合工程技术有限公司,施工企业,电话,021-56710000
,,,电话,021-65871888
1020172654,上海中汇建设发展有限公司,施工企业,电话,021-54171111
1020110479,上海中京城市建设有限公司,施工企业,电子邮箱,115695926@qq.com
,,,电子邮箱,selina20000@163.com
,,,电子邮箱,xyjs6568@126.com
,,,电话,021-69711111
,,,电话,021-64706568
1020150231,上海中铭建设发展有限公司,施工企业,电子邮箱,1615531164@qq.com
,,,电话,021-63573356
,,,电话,18621186988
,,,电话,021-51528633
1020166095,上海中楠水电配套工程有限公司,施工企业,电话,021-51878678
1020021125,上海中宁建筑安装高级装潢有限公司,施工企业,电子邮箱,zhong.ning007@163.com
,,,电话,15921596989
,,,电话,13621663636
,,,电话,021-64756692
1020100354,上海中齐建设工程发展有限公司,施工企业,电子邮箱,zhongqijianshe@126.com
,,,电子邮箱,zhongqi@shzqjs.com
,,,电话,021-50930137
,,,电话,15618830060
1020030002,上海中企建筑装饰工程有限公司,施工企业,电子邮箱,zhong-qi@163.com
,,,电子邮箱,shzhongqi@chinazhongqi.cn
,,,电话,021-64211238
,,,电话,13564649662
1020171368,上海中锲建设工程科技有限公司,施工企业,电子邮箱,185545071@qq.com
,,,电话,18621385839
1020070279,上海中天照明成套有限公司,施工企业,电子邮箱,zhuyan@ztlighting.com.cn
,,,电话,021-60942136
,,,电话,021-60942138
1020171135,上海中潼建筑工程有限公司,施工企业,电子邮箱,2880503365@qq.com
,,,电子邮箱,61550015@qq.com
,,,电子邮箱,2546386224@qq.com
,,,电话,13818679956
,,,电话,18501619550
,,,电话,021-61550015
,,,电话,021-60497477
1020021009,上海中兴电力建设发展有限公司,施工企业,电子邮箱,shzxdl@163.com
,,,电话,021-36355888
1020120312,上海中兴通讯技术股份有限公司,施工企业,电子邮箱,zhou.jun11@zte.com.cn
,,,电话,021-68897835
,,,电话,201-68897835
1020021111,上海中亚建设工程有限公司,施工企业,电子邮箱,zhongyajianshe@163.com
,,,电话,021-51822782
,,,电话,021-51822780
1020120524,上海中阳机电工程有限公司,施工企业,电子邮箱,anne_girl@163.com
,,,电话,021-65217663
,,,电话,021-61478407
1020140832,上海中尧建筑装饰工程有限公司,施工企业,电子邮箱,610769304@qq.com
,,,电话,021-36361285
1020060917,上海中耀环保实业有限公司,施工企业,电话,021-65985701
,,,电话,65985701-821
,,,电话,021-65985701-821
1020090290,上海中也建筑市政工程股份有限公司,施工企业,电子邮箱,550507012@qq.com
,,,电子邮箱,148347938@qq.com
,,,电话,021-52969979
,,,电话,021-60836989
,,,电话,60836989-8015
1020171774,上海中由建设发展有限公司,施工企业,电话,021-54176666
1020070404,上海中原基础工程有限公司,施工企业,电子邮箱,zhongyuanjichu@163.com
,,,电子邮箱,792502865@qq.com
,,,电话,021-65889718
,,,电话,65889718-602
,,,电话,18202152855
1020120369,上海中泽建设工程有限公司,施工企业,电话,021-39807028
,,,电话,13166226292
1020130080,上海中增科教设备有限公司,施工企业,电话,18918112462
1020162181,上海钟氏建筑安装工程有限公司,施工企业,电子邮箱,zhongshijz@163.com
,,,电话,18916062988
,,,电话,15021228255
1020070566,上海仲诚通信设备有限公司,施工企业,电子邮箱,240404546@qq.com
,,,电话,021-66181920
,,,电话,021-6618120
,,,电话,021-66186618
1020170447,上海众岑建筑有限公司,施工企业,电子邮箱,1101471780@qq.com
,,,电话,021-51619099
1020165780,上海众春建筑修缮有限公司,施工企业,电话,13916683188
1020166178,上海众从建筑劳务有限公司,施工企业,电话,13601956633
1020170175,上海众恒公用管道有限公司,施工企业,电子邮箱,1303413747@qq.com
,,,电话,021-68889811
1020140645,上海众匠建筑装饰工程有限公司,施工企业,电子邮箱,shzjjz@sina.cn
,,,电子邮箱,2235285010@qq.com
,,,电子邮箱,shzjjjz@sina.cn
,,,电话,021-52700701
,,,电话,021-52700207
1020130649,上海众启建筑装饰工程集团有限公司,施工企业,电子邮箱,1101471780@qq.com
,,,电子邮箱,11968682@qq.com
,,,电话,021-51619099
,,,电话,17317190060
,,,电话,51619099-8103
1020172869,上海众仕工程技术有限公司,施工企业,电子邮箱,Info@zosum.com
,,,电话,021-80270325
,,,电话,021-60531469
,,,电话,021-60523909
,,,电话,13918479805
1020166211,上海众托科技有限公司,施工企业,电子邮箱,151432133@qq.com
,,,电子邮箱,wts526@sina.com
,,,电子邮箱,wts526@sian.com
,,,电话,021-61473579
,,,电话,021-6147358
,,,电话,021-61473550
,,,电话,021-20222360
1020031585,上海众盈消防工程有限公司,施工企业,电子邮箱,zhongyinfire@126.com
,,,电话,021-62318651
1020164742,上海重焱建筑市政工程有限公司,施工企业,电子邮箱,13636588793@126.com
,,,电子邮箱,13501974903@126.com
,,,电话,13636588793
,,,电话,021-35365075
1020130592,上海舟元建筑劳务有限公司,施工企业,电子邮箱,1214051202@qq.com
,,,电话,18717746726
,,,电话,13325818863
1020164124,上海朱吕建筑装潢工程有限公司,施工企业,电子邮箱,shzhulv@163.com
,,,电话,021-67225229
1020171565,上海珠焰建筑工程有限公司,施工企业,电话,021-67229188
1020022255,上海住陆建筑发展有限公司,施工企业,电子邮箱,shzljz@126.com
,,,电话,021-51389805
1020021946,上海住信建设发展有限公司,施工企业,电子邮箱,zhuxinsh163@163.com
,,,电话,021-39103570
,,,电话,39103570-307
,,,电话,59183185-000
1020155103,上海助安建筑工程有限公司,施工企业,电子邮箱,363105093@qq.com
,,,电子邮箱,446913091@qq.com
,,,电话,13310031965
,,,电话,13310031970
,,,电话,021-57841815
1020041085,上海助立建筑劳务有限公司,施工企业,电话,13901903633
1020166192,上海筑贵建筑劳务有限公司,施工企业,电子邮箱,1291463285@qq.com
,,,电话,021-66149894
1020170399,上海筑和建设工程有限公司,施工企业,电子邮箱,502878379@qq.com
,,,电话,021-35326290
1020171509,上海筑闳建设工程有限公司,施工企业,电话,021-58125999
1020166040,上海铸强通信工程有限公司,施工企业,电话,13564538941
,,,电话,021-67195828
,,,电话,15001947847
1020099042,上海颛和景观工程有限公司,施工企业,电子邮箱,shzhjg@hotmail.com
,,,电子邮箱,shzhjg@hotmai.com
,,,电话,13391281069
,,,电话,021-64987366
,,,电话,021-54135230
1020164966,上海颛顼建设发展有限公司,施工企业,电子邮箱,553666420@qq.com
,,,电子邮箱,987106673@qq.com
,,,电话,021-64890488
1020130483,上海卓安净化工程安装有限公司,施工企业,电子邮箱,13801692068@163.com
,,,电子邮箱,zhangjianxin@dhsjh.com
,,,电话,021-59242485
,,,电话,021-59212585
,,,电话,59242485
1020162191,上海卓茂建筑劳务有限公司,施工企业,电子邮箱,546423757@qq.com
,,,电话,17321112138
,,,电话,13585878565
,,,电话,021-61806513
1020172351,上海卓民建设工程有限公司,施工企业,电子邮箱,lijinlong@sh-zhuomin.com
,,,电话,021-56711811
,,,电话,021-54199831
,,,电话,021-54199831-802
,,,电话,021-54196730
1020140668,上海卓企建筑发展有限公司,施工企业,电子邮箱,abe168@139.com
,,,电话,021-64889996
,,,电话,021-61905733
,,,电话,18701808880
1020166533,上海卓庆建筑工程有限公司,施工企业,电话,18221185820
,,,电话,13917141906
,,,电话,13585634166
1020130764,上海卓岩幕墙装饰有限公司,施工企业,电子邮箱,15221229278@139.com
,,,电子邮箱,574622944@qq.com
,,,电子邮箱,554952533@qq.com
,,,电话,15221229278
,,,电话,18521052659
,,,电话,13621616116
1020170586,上海卓阳新能源科技有限公司,施工企业,电子邮箱,1029647479@qq.com
,,,电话,021-37509069
,,,电话,021-37509071-8002
,,,电话,13817019889
1020165741,上海卓异装潢装饰工程有限公司,施工企业,电子邮箱,13661726311@163.com
